employees,volume,eps,profit,income,cash,liab,assets,cap,shares,ticker
38784,362195,1.47,12060000000,3171000000,3631000000,287261000000,314624000000,32426215424,366067008,STT
13000,90538,1.63,1368778000,517533000,220531000,2683003000,6574471000,23142354944,100127000,STE
46000,736102,1.93,11262000000,2281000000,2944000000,19754000000,34631000000,97225383936,377544992,SYK
6567,139945,10.03,5764000000,2724000000,14012000000,194869000000,211478000000,33803139072,58809600,SIVB
18000,2399158,1.73,9466000000,5503000000,8337000000,82093000000,95748000000,19005577216,521272000,SYF
16361,423045,1.7,3390877000,805514000,1432840000,3453317000,8752260000,49187647488,153099008,SNPS
58000,728141,0.22,9356749000,584728000,3007123000,19826055000,21413539000,40824111104,507447008,SYY
75000,2008829,0.74,45546000000,3351000000,6631000000,137461000000,206563000000,156698443776,1249289984,TMUS
7529,408481,3.01,4678700000,3994600000,1523100000,2255300000,12509000000,33566164992,228092992,TROW
6495,544942,0.94,1876760000,677816000,1422884000,2696326000,6028218000,17426262016,115416000,TTWO
12100,1675765,0.51,4073800000,897300000,2007700000,5123100000,8382400000,9910184960,263990000,TPR
450000,1420584,3.69,31042000000,8907000000,5911000000,40984000000,53811000000,100499611648,462417984,TGT
14500,100441,3.19,1843800000,533800000,474700000,6808300000,14430300000,21253652480,46765800,TDY
14000,367020,2.87,1552902000,559468000,445084000,3116974000,6871722000,15362579456,46870000,TFX
5900,397427,1.11,2206656000,1160955000,1122199000,1246981000,3809425000,19257782272,162416992,TER
99290,27376792,0.93,13606000000,6343000000,17576000000,30548000000,62131000000,1039607791616,1033510016,TSLA
31000,2184998,1.87,12376000000,8919000000,4631000000,11343000000,24676000000,167032717312,923547008,TXN
130000,534247,7.21,19638000000,8837000000,4477000000,54146000000,95123000000,225007763456,391192000,TMO
22000,331906,1.55,4477153000,1280088000,878030000,5764802000,7767467000,26156902400,112772000,TSCO
13300,65581,2.58,2549000000,715000000,4787000000,22225000000,19315000000,36887011328,55462100,TDG
30184,294982,2.73,9475000000,4458000000,761000000,91579000000,120466000000,43996647424,241500992,TRV
11931,278709,0.66,2122600000,574600000,325700000,3154900000,7099600000,17620289536,251216000,TRMB
50283,1724140,1.18,23109000000,7993000000,20295000000,471970000000,541241000000,77625507840,1328120064,TFC
7500,6177356,0.16,3279972000,-411113000,2186549000,6752317000,14059516000,30752622592,800641024,TWTR
6800,31583,1.43,709644000,158981000,309171000,2408129000,4732161000,17953280000,41348900,TYL
137000,887343,1.34,6861000000,4041000000,2507000000,18455000000,36309000000,30840418304,292455008,TSN
68796,2407388,1.45,23762000000,10166000000,28827000000,517897000000,573284000000,83451822080,1485040000,USB
1219,680617,0.01,857633000,162432000,967000,6001474000,10775220000,30041014272,318264992,UDR
7100,1923338,0.16,2862014000,392132000,1669453000,2902402000,4991396000,7669574144,188668992,UAA
7100,931505,0.26,2862014000,392132000,1669453000,2902402000,4991396000,7691553280,253218000,UA
29905,1102531,2.0,12747000000,8478000000,960000000,49364000000,63525000000,171287625728,636899008,UNP
84100,5451407,-7.5,3265000000,-2557000000,18283000000,63146000000,68175000000,13506583552,324625984,UAL
350000,970134,5.31,69652000000,22310000000,21375000000,135727000000,212206000000,473676775424,940899008,UNH
267890,698436,2.77,26867000000,16595000000,10255000000,55136000000,69405000000,188820144128,733368000,UPS
20400,344363,3.45,3890000000,1846000000,144000000,14301000000,20292000000,25804648448,72421904,URI
68300,263057,2.44,5051039000,1293313000,115301000,6895371000,13093543000,10723878912,67552000,UHS
9794,2099665,-1.73,5487000000,1543000000,4122000000,38071000000,57888000000,39076806656,409416992,VLO
434,444274,-0.15,1738766000,61386000,149725000,13491743000,24717786000,23909834752,399496000,VTR
902,165919,1.33,1135643000,782219000,223487000,3244283000,1983764000,23550400512,110167000,VRSN
9367,768607,1.23,1940800000,875400000,280300000,4965600000,7808100000,33588797440,161283008,VRSK
118400,13524444,1.31,77312000000,29420000000,2921000000,283396000000,366596000000,214172778496,4197819904,VZ
3900,508015,2.98,3619100000,2730400000,6795000000,3332500000,13432500000,63898824704,254576992,VRTX
27200,985857,0.27,4911950000,456472000,815750000,10697865000,13754029000,21759068160,388902016,VFC
37000,5285387,0.92,7749900000,-664400000,701200000,34350100000,54842800000,13184421888,1209580032,VTRS
21500,2198473,1.38,23375000000,16063000000,16487000000,45307000000,82896000000,466608914432,1658419968,V
3224,295943,0.02,907836000,197057000,1760225000,10062667000,17266588000,9392309248,191724000,VNO
11912,178443,0.69,1373400000,873800000,235000000,7114900000,13682600000,23870689280,132792000,VMC
25000,323209,0.89,2430000000,737000000,473000000,8215000000,18454000000,17780428800,185290000,WAB
2300000,3100798,1.69,143754000000,18696000000,14760000000,152969000000,244860000000,389789646848,2751780096,WMT
202000,5503741,1.26,28067000000,2622000000,1193000000,57145000000,81285000000,40228474880,863272000,WBA
48500,389273,1.06,6820000000,2349000000,118000000,21971000000,29097000000,63950045184,414587008,WM
7800,189815,2.29,1629341000,806193000,501234000,2727378000,3094932000,19760158720,60515600,WAT
6938,545795,1.61,3003100000,1497600000,16300000,27875200000,38988500000,30032566272,315435008,WEC
247848,9764723,1.02,82948000000,28816000000,299241000000,1757958000000,1948068000000,197765873664,3814560000,WFC
464,444838,0.17,1960283000,383192000,269265000,15912452000,34910325000,41376874496,447342016,WELL
10065,77986,2.05,1175800000,769000000,762600000,978400000,3313800000,30145478656,74281600,WST
50000,1244925,0.54,3460100000,1085900000,290900000,17562600000,29254300000,12223657984,263214000,WRK
9214,2429617,0.91,4098000000,3316000000,1879000000,6885000000,17652000000,28595671040,746331008,WY
69000,360176,7.2,4409000000,2324000000,3044000000,15272000000,20285000000,10748331008,58462500,WHR
4783,2893409,0.35,5195000000,2073000000,1680000000,33511000000,47612000000,39787778048,1217309952,WMB
26950,837726,-2.41,2035483000,-1011516000,2522530000,13367041000,12530826000,9198752768,115899000,WYNN
11321,1036364,0.67,5205000000,1527000000,166000000,42239000000,57851000000,37665050624,544214016,XEL
